TimestampS,WaitTimeUs,CPU
43.393,15625,0
43.443,15625,0
43.557,15625,0
43.573,15625,0
43.609,15625,0
43.615,15625,0
43.638,15625,0
43.664,15625,0
43.709,15625,0
43.726,15625,0
43.743,15625,0
43.776,15625,0
43.843,15625,0
44.009,15625,0
44.059,15625,0
44.083,15625,0
44.105,15625,0
44.132,15625,0
44.191,15625,0
44.200,15625,0
44.276,15625,0
44.293,15625,0
44.309,15625,0
44.333,15625,0
44.492,15625,0
44.526,15625,0
44.637,15625,0
44.659,15625,0
44.664,15625,0
44.700,15625,0
44.709,15625,0
44.759,15625,0
44.776,15625,0
44.915,15625,0
44.936,15625,0
45.041,15625,0
45.093,15625,0
45.104,15625,0
45.193,15625,0
45.243,15625,0
45.259,15625,0
45.290,15625,0
45.326,15625,0
45.352,15625,0
45.381,15625,0
45.474,15625,0
45.543,15625,0
45.558,15625,0
45.570,15625,0
45.756,15625,0
45.838,15625,0
45.993,15625,0
46.008,15625,0
46.043,15625,0
46.115,15625,0
46.136,15625,0
46.240,15625,0
46.258,15625,0
46.293,15625,0
46.320,15625,0
46.443,15625,0
46.537,15625,0
46.556,15625,0
46.573,15625,0
46.664,15625,0
46.682,15625,0
46.739,15625,0
46.776,15625,0
46.843,15625,0
46.933,15625,0
46.975,15625,0
47.026,15625,0
47.040,15625,0
47.143,15625,0
47.162,15625,0
47.243,15625,0
47.259,15625,0
47.326,15625,0
47.336,15625,0
47.389,15625,0
47.476,15625,0
47.568,15625,0
47.609,15625,0
47.626,15625,0
47.631,15625,0
47.758,15625,0
47.794,15625,0
47.833,15625,0
47.876,15625,0
47.959,15625,0
48.007,15625,0
48.026,15625,0
48.209,15625,0
48.226,15625,0
48.303,15625,0
48.343,15625,0
48.359,15625,0
48.526,15625,0
48.539,15625,0
48.574,15625,0
48.703,15625,0
48.709,15625,0
48.725,15625,0
48.743,15625,0
48.826,15625,0
48.843,15625,0
48.853,15625,0
48.904,15625,0
48.912,15625,0
48.975,15625,0
49.026,15625,0
49.114,15625,0
49.208,15625,0
49.226,15625,0
49.376,15625,0
49.459,15625,0
49.509,15625,0
49.568,15625,0
49.609,15625,0
49.615,15625,0
49.709,15625,0
49.725,15625,0
49.743,15625,0
49.809,15625,0
49.859,15625,0
49.902,15625,0
49.917,15625,0
49.943,15625,0
49.976,15625,0
50.008,15625,0
50.090,15625,0
50.109,15625,0
50.154,15625,0
50.169,15625,0
50.226,15625,0
50.243,15625,0
50.293,15625,0
50.343,15625,0
50.359,15625,0
50.492,15625,0
50.523,15625,0
50.554,15625,0
50.575,15625,0
50.600,15625,0
50.709,15625,0
50.852,15625,0
50.893,15625,0
50.909,15625,0
50.915,15625,0
50.976,15625,0
50.993,15625,0
51.068,15625,0
51.131,15625,0
51.193,15625,0
51.225,15625,0
51.243,15625,0
51.259,15625,0
51.306,15625,0
51.359,15625,0
51.404,15625,0
51.459,15625,0
51.473,15625,0
51.509,15625,0
51.576,15625,0
51.599,15625,0
51.776,15625,0
51.788,15625,0
51.826,15625,0
51.871,15625,0
51.931,15625,0
51.959,15625,0
52.141,15625,0
52.181,15625,0
52.226,15625,0
52.306,15625,0
52.349,15625,0
52.373,15625,0
52.399,15625,0
52.443,15625,0
52.540,15625,0
52.557,15625,0
52.647,15625,0
52.668,15625,0
52.726,15625,0
52.743,15625,0
52.794,15625,0
52.920,15625,0
52.976,15625,0
53.009,15625,0
53.059,15625,0
53.143,15625,0
53.150,15625,0
53.190,15625,0
53.226,15625,0
53.274,15625,0
53.286,15625,0
53.353,15625,0
53.476,15625,0
53.493,15625,0
53.509,15625,0
53.552,15625,0
53.593,15625,0
53.657,15625,0
53.676,15625,0
53.755,15625,0
53.787,15625,0
53.809,15625,0
53.843,15625,0
53.875,15625,0
53.959,15625,0
54.043,15625,0
54.054,15625,0
54.108,15625,0
54.226,15625,0
54.339,15625,0
54.359,15625,0
54.382,15625,0
54.401,15625,0
54.526,15625,0
54.658,15625,0
54.666,15625,0
54.677,15625,0
54.726,15625,0
54.758,15625,0
54.843,15625,0
54.851,15625,0
54.892,15625,0
55.021,15625,0
55.070,15625,0
55.149,15625,0
55.255,15625,0
55.319,15625,0
55.383,15625,0
55.403,15625,0
55.424,15625,0
55.428,15625,0
55.443,15625,0
55.508,15625,0
55.571,15625,0
55.607,15625,0
55.615,15625,0
55.636,15625,0
55.680,15625,0
55.693,15625,0
55.726,15625,0
55.759,15625,0
55.786,15625,0
55.889,15625,0
55.942,15625,0
56.076,15625,0
56.125,15625,0
56.143,15625,0
56.161,15625,0
56.226,15625,0
56.293,15625,0
56.359,15625,0
56.402,15625,0
56.423,15625,0
56.459,15625,0
56.476,15625,0
56.569,15625,0
56.682,15625,0
56.709,15625,0
56.776,15625,0
56.883,15625,0
56.959,15625,0
56.976,15625,0
56.993,15625,0
57.043,15625,0
57.168,15625,0
57.226,15625,0
57.241,15625,0
57.288,15625,0
57.309,15625,0
57.359,15625,0
57.368,15625,0
57.386,15625,0
57.509,15625,0
57.619,15625,0
57.743,15625,0
57.773,15625,0
57.794,15625,0
57.819,15625,0
57.838,15625,0
57.881,15625,0
57.976,15625,0
58.043,15625,0
58.136,15625,0
58.176,15625,0
58.178,15625,0
