timestamp_ms,pid,private_mb,workingset_mb,responding
205270,12416,4514.9,4297.1,True
207286,12416,4514.9,4297.1,True
209297,12416,4623.9,4401,True
211307,12416,4664.8,4441.7,True
213316,12416,4664.8,4441.7,True
215326,12416,4812.2,4582.4,True
217342,12416,4815.7,4587.2,True
219352,12416,4815.7,4587.2,True
221362,12416,4947.8,4712.1,True
223372,12416,4967,4733,True
225382,12416,4967.3,4733.3,True
227402,12416,5097.6,4857.2,True
229414,12416,5117.5,4878.4,True
231425,12416,5117.5,4878.3,True
233435,12416,5108.4,4867.7,True
235448,12416,5119.3,4880.9,True
237462,12416,5119.3,4880.9,True
239471,12416,5274.8,5027.9,True
241481,12416,5269.3,5025.3,True
243490,12416,5269.3,5025.3,True
245500,12416,5437.3,5183.3,True
247514,12416,5419.2,5170,True
249523,12416,5419.2,5169.9,True
251532,12416,5596.1,5340.1,True
253541,12416,5569.9,5315.3,True
255552,12416,5569.9,5315.3,True
257563,12416,5747.7,5485.7,True
259578,12416,5721.5,5461.4,True
261588,12416,5721.5,5461.4,True
263598,12416,5881.4,5615,True
265609,12416,5871.5,5606.2,True
267618,12416,5871.5,5606.2,True
269635,12416,5844.9,5579.8,True
271646,12416,5873.3,5608.8,True
273656,12416,5873.3,5608.8,True
275665,12416,6023.2,5753.3,True
277675,12416,6023.2,5753.3,True
279688,12416,6023.2,5753.3,True
281698,12416,6173.2,5898.1,True
283707,12416,6173.2,5898.1,True
285716,12416,6173.2,5898.1,True
287725,12416,6324,6043.5,True
289746,12416,6324,6043.6,True
291756,12416,6324,6043.5,True
293766,12416,6475.5,6189.7,True
295774,12416,6475.5,6189.7,True
297784,12416,6475.5,6189.7,True
299800,12416,6625.4,6334.4,True
301810,12416,6625.4,6334.4,True
303819,12416,6625.4,6334.6,True
305829,12416,6627.2,6337.2,True
307839,12416,6627.2,6337.2,True
309855,12416,6626.9,6336.9,True
311864,12416,6777.3,6482,True
313873,12416,6777.3,6482,True
315883,12416,6777.3,6482.1,True
317893,12416,6927.6,6626.9,True
319907,12416,6927.6,6626.9,True
321917,12416,6927.6,6627,True
323927,12416,7078.4,6772.3,True
325936,12416,7078.4,6772.3,True
327947,12416,7078.4,6772.3,True
329962,12416,7229.8,6918.6,True
331976,12416,7229.8,6918.6,True
333986,12416,7229.8,6918.6,True
335995,12416,7379.8,7063.3,True
338004,12416,7379.8,7063.3,True
340019,12416,7379.8,7063.3,True
342033,12416,7381.6,7065.8,True
344042,12416,7381.6,7065.8,True
346053,12416,7381.6,7065.8,True
348064,12416,7531.6,7210.3,True
350081,12416,7531.6,7210.3,True
352090,12416,7531.6,7210.3,True
354100,12416,7681.8,7355.2,True
356110,12416,7681.8,7355.2,True
358120,12416,7681.8,7355.2,True
360135,12416,7832.8,7500.7,True
362148,12416,7832.8,7500.7,True
364157,12416,7832.8,7500.7,True
366167,12416,7834.6,7502.6,True
368177,12416,7834.6,7502.6,True
370194,12416,7834.6,7502.5,True
372204,12416,7834.6,7502.5,True
374214,12416,7834.6,7502.5,True
376225,12416,7834.3,7502.3,True
378234,12416,7834.6,7502.6,True
380253,12416,7834.6,7502.6,True
382264,12416,7834.6,7502.5,True
384274,12416,7834.3,7502.3,True
386285,12416,7834.6,7502.6,True
388294,12416,7834.6,7502.6,True
390314,12416,7834.6,7502.5,True
392323,12416,7834.6,7502.6,True
394334,12416,7834.6,7502.5,True
396343,12416,7834.6,7502.6,True
398358,12416,7834.6,7502.6,True
400368,12416,7834.6,7502.6,True
402377,12416,7834.6,7502.6,True
404386,12416,7834.6,7502.6,True
406397,12416,7834.6,7502.6,True
408414,12416,7834.6,7502.5,True
410422,12416,7834.7,7502.6,True
412431,12416,7834.6,7502.6,True
414442,12416,7834.6,7502.5,True
416451,12416,7834.6,7502.5,True
418465,12416,7834.6,7502.5,True
420474,12416,7834.6,7502.5,True
422485,12416,7834.6,7502.6,True
424494,12416,7834.6,7502.5,True
426504,12416,7746.2,7414.4,True
